NOUN,ADJ,ADV,AUX,CONJ,CCONJ,DET,INTJ,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,SPACE,text_word_count,text_unique_word_count,sents_count,ents_count,title_word_count,title_unique_word_count,avg_word_len,stdev_word_len,polarity,subjectivity
55,17,2,12,0,5,25,0,6,6,4,37,34,5,2,18,0,8,213,127,11,29,17,15,4.192913385826771,2.76593281986563,0.09204290807231985,0.4252842500636618
92,25,7,15,0,14,31,0,8,17,8,66,36,7,0,39,0,18,395,178,12,33,14,12,5.002304147465438,3.551988577425735,0.0766255852990547,0.36565067585475747
65,27,6,8,0,18,42,0,11,9,4,62,41,4,3,25,0,10,333,181,7,30,14,14,4.612137203166227,3.1328538002125863,0.10111111111111114,0.19777777777777775
109,34,9,14,0,6,47,0,18,15,7,67,48,6,0,42,0,11,447,193,15,43,12,11,4.713147410358566,3.1587072657973967,0.07285714285714287,0.43434523809523806
65,39,7,10,0,21,32,0,6,9,6,68,47,1,0,32,0,8,338,187,9,36,9,9,4.930232558139535,3.389681186603376,0.16744849977608597,0.2783381848037021
36,8,0,8,0,5,13,0,9,2,4,29,22,3,1,22,0,5,166,121,6,25,8,8,4.518324607329843,2.953753957499494,0.18188189498673366,0.4037861332216171
198,87,23,48,0,37,79,1,35,27,45,80,106,20,1,106,1,18,911,460,33,80,14,14,4.507317073170731,3.110308453157096,0.06683333333333333,0.3498333333333333
71,36,19,12,0,15,22,0,4,6,11,45,54,0,0,18,0,12,304,175,13,24,16,16,4.554317548746518,3.164348718943954,0.045987081701367415,0.35571531642960214
36,22,6,11,0,7,20,0,10,14,12,36,24,5,4,28,0,7,238,152,8,20,8,8,4.169172932330827,2.5634493404249192,0.17442460317460318,0.45581349206349203
95,32,19,18,0,12,41,0,6,10,13,30,50,7,2,49,1,7,387,195,16,32,10,10,4.85876993166287,4.947496884700047,0.18725944022973728,0.4029210063863528
92,26,6,17,0,14,32,0,11,12,21,56,45,6,4,39,0,9,388,210,16,33,16,16,4.452488687782806,2.985035338025247,-0.030833333333333327,0.38166666666666665
96,29,11,13,0,10,60,0,41,22,17,97,47,5,6,56,0,17,549,253,18,61,19,18,4.477611940298507,2.8167887046483626,0.137138627655869,0.3060431905259491
98,38,11,12,0,13,37,1,17,11,14,33,41,2,0,36,0,13,389,212,17,37,9,9,4.8729792147806,3.308243721432916,0.14021739130434782,0.4134057971014492
119,68,13,36,0,24,76,0,9,16,23,81,80,7,1,57,0,13,605,303,20,56,15,14,4.623546511627907,3.0377294023895725,0.13,0.4036666666666666
59,27,11,12,0,10,28,0,0,11,6,22,32,3,0,33,0,5,252,153,10,16,16,12,4.646853146853147,3.0362327580102653,0.1976147186147186,0.5397077922077922
128,46,12,31,0,18,57,1,19,12,21,40,60,7,2,54,0,14,526,274,24,38,14,14,4.761421319796955,3.225260574439873,-0.004761904761904763,0.27460317460317457
159,66,20,24,0,16,51,1,13,22,8,53,60,6,1,73,3,24,608,323,11,30,21,19,4.833333333333333,3.212617944701638,0.055029461279461275,0.2791877104377104
91,32,9,15,0,25,41,1,16,8,8,56,54,2,2,45,1,13,423,245,11,36,8,8,5.654811715481172,9.888057291930492,-0.004199134199134193,0.3139393939393939
103,64,10,18,0,23,43,2,10,11,7,54,42,9,0,61,0,7,466,238,20,45,17,17,4.953757225433526,3.065214654034797,0.05889191453707583,0.3223048456919424
38,17,2,11,0,6,27,0,9,6,6,40,28,1,4,22,0,7,215,137,10,27,8,8,4.30241935483871,2.964239324143373,0.04497094497094497,0.24690977190977187
227,69,23,28,0,23,62,2,72,29,11,48,92,16,4,94,0,27,839,366,31,86,23,22,4.319415448851775,2.72881961702272,0.08056586270871986,0.4564213564213564
71,37,7,8,0,15,23,1,10,6,13,40,40,2,0,29,0,8,313,181,10,26,7,7,4.845505617977528,3.1553677980250447,0.11282051282051284,0.5217948717948718
160,53,7,12,0,28,45,1,20,13,29,42,74,5,0,61,1,19,569,298,21,44,7,7,4.824534161490683,3.297855554766832,0.1919566761363637,0.4673035037878789
119,55,23,20,0,7,73,0,5,21,18,39,59,7,0,57,0,7,533,258,20,47,11,11,4.606365159128978,3.0632306859854026,0.16985294117647057,0.399264705882353
84,36,10,19,0,24,38,0,7,14,27,105,80,9,1,41,0,10,466,255,22,47,15,15,4.489981785063752,3.0641543348840603,0.024999999999999998,0.16785714285714287
136,43,7,26,0,13,72,0,6,3,7,207,128,1,0,36,1,5,664,331,23,93,11,11,4.649122807017544,3.2071427470109644,0.160148401826484,0.35069634703196345
78,34,15,18,0,12,31,0,8,10,7,29,37,1,0,31,1,11,316,169,13,25,16,16,4.872521246458923,3.234782316728773,0.056182113341204265,0.42687327823691457
108,53,15,37,0,19,59,1,23,14,14,61,57,16,0,53,0,13,547,293,21,49,10,10,4.6219312602291325,3.061572006235597,0.1245098039215686,0.32230392156862747
175,67,20,19,0,36,73,0,12,20,8,87,99,9,3,63,2,20,708,312,23,37,7,7,5.146191646191646,7.617517456131549,0.04650537634408604,0.2838709677419355
292,103,40,48,0,50,94,2,19,30,27,76,122,8,0,116,1,31,1060,463,34,60,13,12,4.999153976311336,4.303966934711021,0.1279855275443511,0.33922969187675067
145,62,13,23,0,14,47,0,23,8,15,71,86,9,3,54,0,13,570,284,21,53,31,27,4.468373493975903,3.174021587318277,0.09037394480519484,0.4672300865800866
433,140,28,52,0,54,133,0,76,29,29,191,249,16,6,148,2,41,1609,564,56,148,8,8,4.80712008501594,5.248172998770051,0.19281463990554898,0.453897284533648
82,40,10,9,0,10,37,1,14,4,11,145,109,5,1,31,7,34,488,273,11,50,10,10,4.265,3.2963948030886283,0.07896825396825397,0.34907407407407404
180,71,24,39,0,39,80,0,20,22,27,201,204,3,2,86,12,18,924,477,42,155,10,10,4.480633802816901,3.4795277850235133,0.06752100840336137,0.22523109243697478
265,70,31,32,0,35,77,2,36,23,33,91,123,12,1,111,1,35,982,461,36,80,15,12,4.735663082437276,3.2364267248892835,0.09917050691244239,0.5057066052227343
89,28,8,19,0,5,46,0,22,11,1,55,49,5,0,36,1,19,390,202,14,46,9,9,4.6824324324324325,5.021449021705922,0.13150887573964495,0.3831360946745563
164,45,16,17,0,24,60,0,20,16,6,77,84,3,2,61,3,19,606,307,28,50,13,12,4.8328530259366,3.308263070995114,0.04567099567099567,0.19718614718614716
99,23,21,19,0,8,54,0,18,19,8,32,47,5,0,58,0,6,418,205,16,42,12,12,5.265524625267666,6.701654870008593,0.08253663003663005,0.29556166056166056
62,22,8,16,0,5,32,0,4,4,8,17,26,5,1,28,0,3,247,150,8,19,15,14,4.557553956834532,3.0165483039996803,0.02039842873176206,0.36933221099887764
177,51,4,18,0,27,40,0,22,15,16,91,90,1,0,53,1,19,611,297,23,62,15,15,4.974504249291785,3.507143889908272,0.07242063492063491,0.31527777777777777
71,35,11,13,0,22,33,0,8,9,5,44,31,3,2,36,0,10,338,193,12,37,14,14,5.239247311827957,5.7606591672392735,-0.009375,0.31631944444444443
39,15,1,10,0,6,16,0,0,3,7,22,21,1,3,12,0,2,155,108,7,17,14,14,4.55,2.868193911305364,-0.006388888888888888,0.15388888888888888
189,71,7,17,0,42,52,1,21,20,33,57,98,9,0,83,1,22,715,368,25,51,15,15,4.874538745387454,3.4852261999848717,0.07872180451127819,0.35436090225563904
54,18,9,7,0,8,26,0,15,10,6,36,39,2,1,27,2,9,259,160,6,25,10,10,4.73,5.377125464490257,0.08735754041876492,0.33433114504543077
57,14,10,8,0,9,16,0,0,14,9,35,24,3,1,18,0,3,227,147,7,20,11,11,4.648221343873518,3.041832480545463,0.10356036009445098,0.21470877607241237
75,35,10,19,0,9,27,0,2,14,6,29,41,5,1,39,0,5,301,188,11,28,7,7,4.682080924855492,2.920705147006631,0.12304687500000003,0.5427083333333333
106,54,27,22,0,25,67,0,23,6,10,123,122,4,2,33,1,9,563,303,25,70,10,10,4.539341917024321,3.404376943631429,0.09802489177489178,0.33915043290043284
67,30,5,12,0,11,21,1,12,4,8,47,30,6,1,21,1,8,297,186,10,31,13,13,4.701807228915663,3.1284093984866703,0.13577235772357724,0.31178861788617884
109,16,11,18,0,14,54,0,6,7,16,88,76,2,0,40,0,7,467,248,17,47,22,19,4.446691176470588,2.997990132176753,0.03836196062002512,0.4608455522971651
101,40,13,5,0,17,40,0,7,10,7,45,78,3,0,29,0,9,367,199,14,23,14,14,4.723595505617977,3.3788565710766245,0.09295634920634921,0.32519841269841265
135,70,23,25,0,22,53,1,20,17,13,110,77,8,1,50,1,15,648,353,21,75,12,12,4.851648351648351,3.204617117425382,0.13278800801188861,0.34974053309874203
182,52,7,25,0,26,72,1,24,18,16,93,106,7,1,59,1,17,711,338,21,62,16,12,4.681707317073171,3.476754414296968,0.16051542207792208,0.34512581168831163
78,26,9,12,0,17,42,0,8,4,17,83,46,2,0,17,0,8,381,180,10,38,7,7,4.849765258215962,3.3418504829882787,-0.022073002754820943,0.23715564738292008
79,36,10,14,0,22,46,0,11,10,6,122,72,2,2,40,0,9,458,230,14,51,12,12,4.7781954887218046,3.208929122953295,0.1444450739417182,0.3656056248002557
293,97,14,33,0,59,84,2,28,15,29,112,130,9,0,95,3,98,1109,469,35,70,17,15,5.015273311897106,4.039099909995238,0.1432303328855053,0.41739065532168984
21,1,1,8,0,3,11,0,5,0,1,33,21,0,1,5,1,2,105,69,3,20,7,7,4.4375,4.7748521022566965,0.010050505050505053,0.2550448933782266
132,30,10,19,0,24,58,0,24,7,17,130,123,2,0,42,2,31,616,312,23,78,22,19,4.497970230040595,3.616948015609574,0.10546477978543192,0.47428477319781653
60,12,4,11,0,7,25,0,5,10,7,37,30,5,2,26,0,8,252,152,7,24,9,9,4.643356643356643,2.878609787283948,0.16214088941361668,0.43841335432244516
180,72,23,40,0,17,74,0,46,14,35,110,98,10,5,77,0,20,838,388,38,94,18,18,4.969312169312169,7.314377388504952,0.19050099206349205,0.4384176587301587
50,15,7,9,0,7,23,1,8,5,7,55,36,3,0,26,0,4,246,160,10,26,15,15,5.035335689045937,3.4546949466121184,0.15721266233766237,0.46761958874458875
115,68,24,24,0,26,28,1,18,14,16,33,75,5,0,56,0,11,493,288,22,32,12,12,4.965034965034965,3.450247002325923,0.25956709956709956,0.5485264735264735
116,46,7,11,0,27,51,0,14,5,15,72,55,4,0,43,0,13,501,253,16,45,16,16,5.545780969479353,7.794353539314485,0.04775510204081633,0.3567687074829932
129,44,8,11,0,20,55,1,13,8,15,59,61,1,1,46,1,13,497,257,16,39,8,8,4.966252220248668,3.520746542120268,0.18367768595041323,0.3248852157943067
122,40,5,20,0,20,28,0,12,8,15,61,54,10,3,38,1,13,442,242,16,35,26,22,4.6312625250501,3.1227087357953973,,
43,11,4,12,0,10,33,1,9,2,3,112,48,0,3,12,0,4,299,159,8,53,11,11,4.389830508474576,3.520157811710986,0.06096491228070175,0.3197368421052632
41,19,9,7,0,9,17,0,4,3,6,31,23,2,2,18,0,6,204,133,6,19,11,11,4.7043478260869565,3.04543157909398,0.11160287081339709,0.3571770334928229
45,17,2,4,0,5,20,1,13,6,4,38,19,1,3,14,0,9,205,134,9,28,9,9,4.87719298245614,3.3110157906778306,0.11992477467887307,0.4271354055780284
31,19,3,3,0,6,17,2,3,3,3,10,17,1,0,17,0,2,135,100,7,12,7,7,4.7612903225806456,3.5255723878426783,0.07333333333333333,0.35666666666666663
54,29,6,14,0,12,27,0,12,7,6,51,35,3,1,23,1,9,283,169,9,28,9,9,4.479876160990712,2.909941833662574,0.06211536211536212,0.42399672399672406
102,43,11,12,0,20,32,1,14,8,5,29,37,5,0,34,0,9,371,199,13,20,19,17,4.997572815533981,3.511883743487962,0.2091888888888889,0.4037555555555555
54,20,15,6,0,17,33,0,7,6,5,94,47,6,0,29,0,7,332,172,9,43,13,13,4.875661375661376,3.313486661887173,0.15,0.4832857142857143
45,15,11,17,0,5,20,0,12,5,7,35,23,5,3,21,0,9,235,160,7,23,5,5,4.666666666666667,3.030613037755791,0.11536227661227659,0.3929419191919192
221,56,22,34,0,17,82,0,26,24,8,111,132,5,8,65,0,35,777,319,39,78,11,11,4.26948051948052,2.9333328030270573,0.09555450336700338,0.35076809764309763
104,45,14,23,0,12,38,1,21,13,18,43,56,5,0,43,0,15,444,252,23,50,16,16,4.720238095238095,3.213278108975848,0.19142424242424247,0.4566060606060605
134,44,16,30,0,23,52,0,16,15,20,49,46,8,1,57,1,9,545,282,19,37,11,11,4.6891891891891895,2.839416425234188,0.15668238993710693,0.37955974842767287
143,69,17,16,0,23,50,0,17,15,9,52,67,8,2,48,0,12,547,280,19,29,11,11,4.951219512195122,3.2542972305499744,0.054969183359013865,0.20431432973805855
165,66,15,38,0,30,65,0,6,20,21,75,95,9,0,65,1,13,670,327,23,52,10,10,4.786928104575163,3.7626347849517625,0.15261904761904763,0.36642857142857144
177,48,10,36,0,34,62,1,44,20,53,58,97,17,9,97,2,28,789,365,27,51,18,18,4.39527027027027,3.5636047226218284,0.03037878787878788,0.4255555555555555
178,76,30,34,0,27,72,0,12,16,9,109,113,11,0,76,0,17,765,366,31,87,9,9,4.82707622298066,3.0196236671138963,0.052658730158730155,0.376111111111111
102,47,20,22,0,26,66,0,14,15,23,91,78,12,5,51,0,14,573,278,16,56,22,19,4.5198170731707314,3.124818743579721,0.07284304842444378,0.21543843753146075
33,12,6,3,0,7,18,2,8,3,4,15,18,2,0,19,1,5,156,113,7,17,4,4,4.816091954022989,3.166036290847562,0.09676767676767677,0.19313131313131313
20,15,6,15,0,6,15,0,7,2,15,31,23,3,0,21,0,4,183,111,9,25,6,6,4.236714975845411,2.674403087546368,0.21518583042973288,0.52061556329849
46,14,2,10,0,5,20,0,10,3,7,47,30,0,3,17,0,8,221,141,8,35,9,9,4.352941176470588,2.8919078614650457,0.10142727272727278,0.4335575757575757
164,73,14,25,0,26,70,1,27,18,9,94,77,10,5,67,0,18,712,345,22,66,6,6,4.68671679197995,3.0940261374162694,0.08627450980392158,0.39705882352941174
45,25,4,19,0,9,36,2,10,2,10,56,35,0,0,21,0,11,298,169,14,37,13,13,5.303303303303303,8.413694797154086,0.1148387258213848,0.3790060613760037
180,86,19,30,0,42,90,5,16,27,23,181,129,7,1,106,0,18,956,403,28,71,18,17,5.029438822447102,3.708416831184665,0.06017031214399635,0.32827238550922766
45,12,7,13,0,4,17,0,3,7,6,18,22,4,0,21,0,2,178,119,7,13,9,9,4.751243781094527,2.9778869933685583,0.06788215488215488,0.4598787878787879
46,23,3,12,0,11,32,1,4,2,3,48,21,1,0,18,0,5,252,128,10,31,7,7,5.0366300366300365,3.1340361706977062,0.018876262626262626,0.41824494949494945
119,32,5,12,0,18,36,1,24,5,7,62,50,2,0,42,2,15,421,242,13,43,7,7,4.989648033126294,4.085433145181319,0.15680494263018532,0.3785920228638675
219,69,19,28,0,44,95,1,35,7,13,155,115,7,2,71,0,28,906,427,31,112,15,14,4.618129218900675,3.025116732596384,0.23911335578002244,0.5185465768799102
179,66,17,33,0,28,96,1,5,19,21,85,82,14,0,60,1,16,741,314,24,42,13,13,4.659393939393939,3.1052120483558747,0.1078490990990991,0.35301801801801796
46,20,11,18,0,13,15,0,3,11,11,31,36,4,1,29,0,6,245,155,7,25,13,13,4.617021276595745,3.127559904027795,0.22809343434343432,0.4078042328042328
66,13,8,10,0,8,23,0,2,9,4,33,23,1,3,27,0,6,236,122,7,27,21,17,4.904942965779468,3.167477609254977,0.11124338624338626,0.35502645502645497
115,48,10,12,0,20,44,1,20,13,19,50,54,1,1,43,0,13,466,251,20,50,13,13,4.805714285714286,3.291842466857809,0.09494318181818182,0.4960606060606062
257,84,30,62,0,36,122,0,11,34,24,156,125,17,0,105,3,20,1097,453,39,77,33,28,4.8247338247338245,3.3657499880964634,0.09914285714285714,0.3481118326118326
85,34,5,20,0,17,39,0,13,11,11,57,50,7,4,43,0,10,390,221,11,29,14,13,4.358744394618834,2.770065061038141,0.13243691743691746,0.42681281931281934
183,59,20,27,0,36,51,0,8,19,29,51,102,12,0,78,1,10,659,329,26,39,13,13,4.782722513089006,3.523731925166292,0.13735177865612647,0.3585638998682477
169,53,17,26,0,28,64,1,29,16,11,75,81,0,1,67,1,37,668,358,29,48,6,6,4.821571238348868,3.3186524465890765,0.1966966012710694,0.4704628350373032
154,61,20,22,0,23,49,1,22,21,34,136,81,6,0,62,0,19,726,362,25,74,6,6,4.8244746600741655,3.2336939384070136,0.1279421768707483,0.3507312925170067
218,98,34,70,0,31,137,1,10,47,47,147,122,28,0,113,1,36,1149,472,43,105,4,4,4.362352941176471,2.7417054789709856,0.09156853033971682,0.36706930075574135
38,21,6,8,0,5,28,0,0,7,4,29,24,1,0,24,0,3,196,118,6,17,6,6,4.751131221719457,3.08906592030266,0.10170336909467344,0.44730143045360427
146,33,20,11,0,27,56,0,13,10,17,87,69,4,0,44,0,14,569,309,16,44,19,16,5.181533646322379,4.506516023765531,0.1202199484017666,0.30970702697975416
103,46,16,25,0,22,47,0,7,9,10,20,46,3,1,36,0,7,404,247,22,23,12,12,4.7593818984547465,3.0550888299193786,0.1300656814449918,0.3666912972085386
153,58,9,35,0,49,63,3,12,14,26,142,111,8,0,64,1,27,769,313,26,77,20,19,5.004524886877828,4.365516824684714,0.20411416941267682,0.3816776507075013
164,49,19,25,0,33,63,1,18,22,28,51,79,7,0,68,1,17,663,317,25,35,14,13,4.714285714285714,3.2049701137028044,0.12424876049876045,0.3271914659414659
91,30,14,18,0,13,46,1,15,12,10,67,54,9,0,50,0,8,451,244,17,38,9,8,4.582677165354331,3.0146020567011007,0.21578754578754575,0.404423076923077
135,54,10,8,0,29,34,0,15,26,18,20,57,0,1,50,0,15,474,233,20,37,9,9,4.716165413533835,3.175394151563641,0.04959136822773187,0.28284664830119377
113,46,18,17,0,16,56,2,5,14,17,66,61,6,0,45,0,13,495,253,19,34,16,15,4.775583482944345,3.304386646077764,0.18399393939393943,0.3982984487734489
146,56,17,13,0,18,54,1,39,6,5,55,96,4,1,43,2,18,544,276,21,71,16,16,4.324200913242009,2.9943914050106417,0.16666666666666666,0.6666666666666666
125,36,14,20,0,6,41,0,7,17,10,22,43,9,0,64,0,6,424,212,18,28,15,15,4.816239316239316,2.952948869539884,0.09647474747474748,0.42076767676767673
205,62,9,16,0,50,51,2,11,17,20,61,105,3,0,65,0,10,664,288,11,36,10,10,5.103626943005182,3.6822055796338806,0.05191155743481325,0.3470049330514446
128,47,15,34,0,29,59,2,4,16,14,79,60,4,0,53,0,8,536,270,21,34,14,13,5.009983361064892,3.2388115361023018,0.016666666666666666,0.325
75,38,10,12,0,18,37,1,7,9,12,59,49,3,0,33,0,6,371,203,16,30,10,10,4.507142857142857,3.0308590161412186,0.18038255861785277,0.49158782394076506
89,35,6,9,0,9,37,0,3,8,5,13,30,3,0,33,0,7,297,168,12,10,23,21,5.320121951219512,4.8987882153616535,0.0564,0.31393333333333334
92,39,10,7,0,11,38,0,10,5,6,38,36,2,2,29,2,7,351,208,11,30,29,26,4.856041131105399,3.117930479104798,0.2277777777777778,0.4222222222222222
97,32,7,11,0,20,43,1,5,7,9,102,73,3,1,32,0,13,412,243,18,60,5,5,4.803245436105477,4.068497557153686,0.15872970779220782,0.4191260822510822
174,63,17,31,0,20,40,1,52,18,16,99,102,16,1,77,0,26,742,395,22,72,8,7,4.639479905437352,3.221055244627891,0.06666666666666668,0.33333333333333337
38,10,2,5,0,5,13,0,10,6,4,23,18,2,2,9,0,5,150,105,6,17,10,10,4.398843930635838,2.890923817086575,0.10016534391534397,0.4240410052910053
138,46,15,22,0,29,71,0,33,15,22,150,117,12,1,56,0,20,709,343,24,67,7,7,4.718072289156627,4.0746989077694895,0.05287698412698413,0.2851190476190476
73,34,15,16,0,19,38,0,4,14,12,55,39,7,0,45,0,8,391,200,12,29,19,19,4.752314814814815,3.0678702019211466,0.056559065934065934,0.38170371295371297
78,25,8,10,0,18,36,1,3,13,10,40,33,4,0,42,0,3,331,197,12,16,9,9,4.815934065934066,3.0679484007362503,0.12782375816274125,0.39260327243378085
72,31,11,17,0,15,33,0,5,9,14,25,47,5,0,42,0,3,317,190,14,28,12,11,4.704109589041096,3.0526712476450863,0.16545354645354649,0.33968464868464876
50,24,7,15,0,7,25,0,11,5,11,41,29,4,3,24,0,8,258,162,9,24,13,13,4.329896907216495,2.9103441536669687,0.08844336219336218,0.5208694083694084
149,57,12,23,0,42,58,2,22,10,16,150,106,3,4,65,0,27,718,311,26,89,17,16,5.190821256038648,4.433554894014701,0.029130009775171068,0.34934017595307926
89,27,14,6,0,12,33,0,8,12,10,46,42,2,7,42,0,9,341,200,15,30,13,13,4.516624040920716,2.815543825838167,0.021248022810522817,0.31795444139194123
134,60,29,28,0,17,65,0,12,18,19,59,69,9,1,56,0,9,591,295,16,41,6,6,4.7819548872180455,3.2070572262088866,0.1408311051693405,0.40187165775401074
89,49,9,17,0,13,23,1,5,15,7,48,47,3,0,43,3,9,379,207,15,44,22,20,4.935034802784223,3.2658133979069808,0.05521978021978023,0.39304029304029303
169,35,12,20,0,36,54,0,5,10,9,100,72,8,4,57,1,10,591,267,21,42,13,13,5.0209895052473765,3.2363611129853,,
79,34,6,21,0,6,47,0,4,15,12,21,34,3,2,37,0,4,325,179,13,26,17,17,4.4088397790055245,2.861286013828132,0.10114942528735633,0.23764367816091952
135,53,16,10,0,31,40,1,20,9,14,79,66,4,1,40,0,16,534,305,15,50,12,12,5.191029900332226,3.6175371425147618,0.009201486918878222,0.3205698287220027
136,60,10,25,0,16,41,0,5,11,17,40,59,7,2,53,2,8,483,267,16,27,27,26,5.027272727272727,3.4647827239801714,0.015297202797202796,0.2954961704961705
176,55,10,32,0,26,68,0,38,28,26,98,82,9,4,80,2,21,785,360,27,64,13,12,4.765247410817031,3.729028992322764,0.13201731601731603,0.46163636363636357
37,12,4,7,0,9,20,0,10,2,13,77,58,0,0,24,0,14,256,167,15,44,30,26,4.390476190476191,3.4229328824479457,0.05106837606837606,0.37115384615384617
66,19,2,11,0,8,35,0,7,6,8,36,31,4,1,14,0,7,252,144,10,25,7,5,4.387543252595155,2.9086766486175453,0.1457946815089672,0.4145756029684602
197,58,10,17,0,34,60,0,9,16,19,117,114,10,2,62,1,11,699,343,22,48,13,13,4.993880048959609,3.37249714753088,0.22059748427672962,0.4075890985324947
119,31,26,28,0,21,59,0,2,18,15,62,48,4,1,55,0,9,513,251,22,53,10,10,4.870796460176991,3.0467888402163483,0.18589743589743593,0.34615384615384615
108,35,10,11,0,21,32,1,25,12,6,86,66,1,0,42,0,14,466,267,13,48,16,16,5.101313320825516,3.62855453953532,0.14087860496311205,0.43336686787391004
106,45,12,20,0,27,47,0,10,8,14,65,61,14,2,49,0,9,488,250,13,43,12,11,4.7228260869565215,3.1739045986987837,0.09574915824915825,0.3960157126823794
91,42,13,8,0,21,33,1,22,8,17,42,58,0,0,31,0,11,390,216,16,50,13,10,4.639380530973451,3.245402351404614,-0.008992094861660081,0.39402173913043465
206,53,23,41,0,32,77,1,46,22,46,99,86,9,3,96,2,23,910,393,35,95,9,9,4.606606606606607,2.8877455818488182,0.04765122265122265,0.4766302016302016
88,33,13,28,0,9,49,0,21,15,11,37,53,4,0,45,0,7,414,227,22,42,9,9,4.509635974304069,3.084888628465142,0.10406204906204905,0.39898989898989895
76,38,13,15,0,10,28,1,6,12,14,55,63,5,0,41,0,8,364,221,14,39,14,13,4.608391608391608,3.097409903123382,0.07764309764309764,0.3702693602693603
79,21,6,13,0,13,20,2,9,13,12,67,57,9,0,30,0,23,352,222,21,33,13,13,4.613138686131387,3.246570066669194,0.006133919843597265,0.29288856304985333
141,37,3,22,0,30,29,0,26,9,11,160,124,1,8,45,1,13,569,325,22,82,10,10,4.831920903954802,3.345921240837525,0.09999999999999999,0.5111111111111112
398,173,41,63,0,85,118,0,27,39,29,182,193,16,0,151,2,39,1560,661,52,123,18,17,4.887877063175868,3.1913992994131566,0.02661111111111111,0.44138888888888894
145,46,18,11,0,29,43,1,33,9,17,102,82,4,0,59,2,16,611,292,21,71,20,18,4.711621233859398,3.469289707522404,0.15833333333333335,0.5133333333333333
26,13,1,6,0,9,19,1,3,6,1,37,14,4,1,19,0,2,163,104,5,12,14,13,4.831460674157303,2.85718819962026,,
82,36,3,14,0,21,32,2,15,7,14,25,46,3,1,48,1,15,360,211,11,26,11,11,4.762254901960785,4.58764999700957,0.15504434589800445,0.3599039172209904
82,38,16,29,0,11,49,1,26,11,30,90,63,5,0,36,1,12,495,250,19,63,19,18,4.176785714285714,2.7519705784967674,0.09367816091954025,0.3718390804597701
77,15,4,7,0,10,24,1,18,11,16,60,48,4,0,40,1,13,341,196,13,31,15,14,4.485933503836317,3.171052011100635,0.11537698412698412,0.3798941798941799
208,82,38,43,0,27,97,1,25,18,22,115,105,8,0,78,2,22,898,420,33,78,14,13,4.642147117296223,3.012936116484476,0.008333333333333331,0.11388888888888889
136,59,10,28,0,23,50,1,23,20,22,76,94,4,2,51,1,16,605,294,22,57,14,11,4.583214793741109,3.324107303544644,0.01675925925925926,0.41604497354497355
207,78,23,38,0,22,68,1,29,29,32,109,129,13,0,97,2,20,871,405,33,69,29,26,4.391044776119403,2.925591063477988,0.11339285714285714,0.4345238095238096
199,88,15,34,0,26,69,1,41,17,21,91,96,9,0,76,1,17,792,387,31,77,7,7,4.703786191536748,3.020776648042105,0.028571428571428564,0.2658730158730159
186,65,32,41,0,21,77,1,21,10,23,73,83,12,0,63,1,18,744,370,30,38,12,12,4.796139927623643,3.1577960515368826,0.18166666666666667,0.36030193236714975
228,76,59,59,0,24,77,1,21,23,44,82,141,22,0,117,1,21,981,466,38,48,11,11,4.410142348754448,2.86283713980882,0.06539704077017511,0.35406571040899393
381,110,41,47,0,48,126,1,72,18,30,120,154,14,2,131,1,23,1343,618,58,109,15,15,4.423102310231023,2.835632796182061,0.047857142857142855,0.28723181580324436
140,57,13,19,0,28,60,1,22,15,14,60,90,6,2,61,2,9,587,283,23,47,22,21,4.547584187408492,3.2299922178140963,0.09848343685300205,0.3459265010351967
211,63,24,31,0,24,55,1,26,19,27,41,89,10,2,84,1,20,723,332,21,38,10,10,4.911656441717791,3.1707429553960558,0.07708333333333334,0.37731481481481477
209,65,9,10,0,34,52,1,55,14,36,45,98,5,1,79,4,42,752,360,26,64,13,13,4.739130434782608,3.547673132453363,0.13888888888888887,0.49722222222222223
61,32,5,11,0,9,23,0,21,8,6,44,35,2,1,23,1,10,296,187,12,30,11,11,4.908536585365853,3.738900432632648,0.1864947433518862,0.4189257884972171
138,65,16,22,0,22,68,1,17,23,18,63,64,4,0,53,0,46,630,303,23,43,8,8,4.648997134670487,3.1981442561145683,0.04690476190476191,0.3211904761904762
141,44,20,36,0,18,54,0,29,15,12,142,155,7,3,55,11,15,665,363,32,125,11,11,4.491525423728813,3.633921110860679,0.08455851214003389,0.2613906926406926
101,29,17,18,0,8,44,0,6,17,13,31,44,7,0,47,0,6,405,206,15,30,10,10,5.169265033407572,7.07219401976934,0.11764828738512949,0.3665413533834586
88,38,11,19,0,8,25,0,3,9,13,25,42,3,0,41,0,9,340,190,14,25,6,6,5.237597911227154,4.126081831826359,0.0690796857463524,0.3025392817059484
61,16,4,5,0,7,38,0,9,6,13,59,34,1,5,24,0,12,299,151,7,37,11,10,4.497041420118343,3.005680596788576,0.24500000000000002,0.42583333333333334
129,48,15,23,0,24,55,4,21,14,12,70,60,6,4,56,1,9,563,294,19,38,20,19,4.66984126984127,3.191634281450396,0.08630952380952382,0.44107142857142856
133,53,21,26,0,32,48,1,24,22,29,80,69,8,1,68,2,15,631,342,19,55,11,11,4.8575498575498575,3.2176747493808504,-0.041777597402597406,0.48470238095238094
